Timestamp,Roll,Pitch,Yaw,Flex
16:45:46.295872,447383,50.95,-5.82,214280.28,0.00
16:45:46.305840,447393,50.72,-5.73,214284.77,0.00
16:45:46.315286,447403,50.55,-5.60,214290.23,0.00
16:45:46.325822,447413,50.38,-5.45,214295.22,1.00
16:45:46.335825,447423,50.22,-5.34,214299.70,0.00
16:45:46.345831,447433,50.03,-5.29,214305.19,1.00
16:45:46.355850,447443,49.88,-5.22,214310.17,0.00
16:45:46.365823,447453,49.75,-5.23,214315.16,0.00
16:45:46.375805,447463,49.65,-5.28,214320.14,0.00
16:45:46.385828,447473,49.59,-5.34,214325.13,0.00
16:45:46.395861,447483,49.52,-5.35,214329.61,0.00
16:45:46.405805,447493,49.57,-5.35,214335.09,0.00
16:45:46.415822,447503,49.57,-5.39,214340.08,3.00
16:45:46.425849,447513,49.62,-5.44,214345.06,0.00
16:45:46.435873,447523,49.65,-5.48,214350.05,3.00
16:45:46.445917,447533,49.67,-5.53,214355.03,2.00
16:45:46.455831,447543,49.68,-5.58,214360.02,4.00
16:45:46.465852,447553,53.72,-5.61,214364.50,0.00
16:45:46.475836,447563,58.25,-5.61,214369.98,0.00
16:45:46.485706,447573,61.28,-5.63,214374.47,0.00
16:45:46.495862,447583,59.95,-5.65,214379.95,2.00
16:45:46.505836,447593,58.81,-5.58,214384.94,0.00
16:45:46.515847,447603,57.77,-5.46,214389.42,1.00
16:45:46.525256,447613,56.81,-5.38,214394.41,0.00
16:45:46.535949,447623,55.99,-5.37,214399.89,1.00
16:45:46.545398,447633,55.28,-5.41,214404.88,0.00
16:45:46.555853,447643,54.58,-5.48,214409.36,1.00
16:45:46.565837,447653,53.99,-5.55,214414.34,0.00
16:45:46.575820,447663,53.46,-5.58,214419.81,1.00
16:45:46.585883,447673,53.04,-5.57,214424.30,0.00
16:45:46.595849,447683,52.72,-5.52,214429.78,1.00
16:45:46.605848,447693,52.44,-5.47,214434.77,1.00
16:45:46.615852,447703,52.24,-5.44,214439.75,0.00
16:45:46.625881,447713,52.03,-5.47,214444.73,1.00
16:45:46.635947,447723,51.86,-5.48,214449.72,0.00
16:45:46.645849,447733,56.14,-5.51,214454.70,1.00
16:45:46.655848,447743,59.94,-5.51,214459.69,0.00
16:45:46.665974,447753,63.29,-5.61,214464.67,0.00
16:45:46.675862,447763,61.73,-5.69,214469.16,1.00
16:45:46.685841,447773,60.37,-5.66,214474.14,0.00
16:45:46.695915,447783,59.17,-5.66,214479.63,1.00
16:45:46.705206,447793,58.11,-5.61,214484.61,1.00
16:45:46.715861,447803,57.23,-5.49,214489.09,0.00
16:45:46.725875,447813,56.40,-5.41,214494.08,0.00
16:45:46.735802,447823,55.71,-5.33,214499.06,0.00
16:45:46.745848,447833,55.03,-5.27,214504.55,0.00
16:45:46.755836,447843,54.41,-5.23,214509.03,0.00
16:45:46.765881,447853,53.87,-5.23,214514.52,1.00
16:45:46.775875,447863,53.37,-5.33,214519.00,0.00
16:45:46.785846,447873,52.94,-5.39,214524.48,1.00
16:45:46.795847,447883,52.55,-5.46,214529.47,0.00
16:45:46.805835,447893,52.19,-5.53,214533.95,1.00
16:45:46.815879,447903,51.88,-5.57,214538.94,1.00
16:45:46.825861,447913,51.68,-5.57,214544.42,1.00
16:45:46.835840,447923,51.46,-5.55,214548.91,1.00
16:45:46.845558,447933,51.26,-5.49,214554.39,1.00
16:45:46.855870,447943,51.11,-5.50,214559.38,0.00
